,Unnamed: 0,filename,architecture,min_val_loss,is_min
30,30,expgamma20d_9,[492. 710. 667. 338. 171.],-4.032666206359863,0
31,31,expgamma20d_9,[684. 723. 796. 670. 635. 444.],-3.929688215255737,0
32,32,expgamma20d_9,[573. 908. 459.],-4.050665855407715,0
33,33,expgamma20d_9,[184. 365. 284. 276. 182. 143.],-4.027431011199951,0
34,34,expgamma20d_9,[294. 335. 420. 794. 623. 466. 239. 141.],-3.9235410690307617,0
35,35,expgamma20d_9,[ 750. 1285.],-4.03001070022583,0
36,36,expgamma20d_9,[210. 353. 365. 269. 195. 156.],-4.024388313293457,0
37,37,expgamma20d_9,[1224. 1551. 1566. 1671. 1563. 1096.  718.  425.  228.  214.],-3.984831094741821,0
38,38,expgamma20d_9,[ 844. 1394. 1603. 1435. 1409.],-3.927725791931152,0
39,39,expgamma20d_9,[984. 528. 428. 403.],-4.049603462219238,0
40,40,expgamma20d_9,[473. 537.],-4.025754928588866,0
41,41,expgamma20d_9,[276. 354. 376. 492. 740. 562. 316. 171.  97.],-3.9251904487609854,0
42,42,expgamma20d_9,[103. 159. 253. 339. 364. 301. 246. 137.],-3.983356475830078,0
43,43,expgamma20d_9,[1196. 1429. 1209.  869.  858.  690.  578.],-3.932997941970825,0
44,44,expgamma20d_9,[ 499.  587. 1171. 1617. 1058.  774.  518.  264.  143.],-3.8798186779022217,0
45,45,expgamma20d_9,[115. 113.  96.  71.  52.  46.  43.  29.  16.  13.],-4.0474820137023935,0
46,46,expgamma20d_9,[1331.  979.  866.  739.  491.  470.  367.],-3.94353461265564,0
47,47,expgamma20d_9,[ 943. 1215. 1468.  784.  638.  608.  513.  351.  268.  140.],-3.949620723724365,0
48,48,expgamma20d_9,[1000. 1037. 1483. 1087.  794.],-3.945197343826294,0
49,49,expgamma20d_9,[ 994. 1410. 1249.],-4.057643413543701,0
50,50,expgamma20d_9,[685. 911. 853. 436. 336.],-3.9965901374816895,0
51,51,expgamma20d_9,[666. 894. 919. 904. 887. 466.],-3.901123523712158,0
52,52,expgamma20d_9,[93. 91. 65. 43. 22.],-4.071561813354491,0
53,53,expgamma20d_9,[680. 467. 307. 264. 248. 246. 177.],-3.962224721908569,0
54,54,expgamma20d_9,[274. 468. 764. 472. 382. 376. 266.],-3.962971210479736,0
55,55,expgamma20d_9,[ 68.  94. 161. 264. 229. 211.],-4.042679309844972,0
56,56,expgamma20d_9,[1466. 1184. 1055.  553.  293.  281.],-3.953748941421509,0
57,57,expgamma20d_9,[194. 248. 406. 298. 238.],-4.0375962257385245,0
58,58,expgamma20d_9,[1011. 1521. 1132.  605.  395.],-3.995389699935913,0
59,59,expgamma20d_9,[501. 653.],-4.026923179626465,0
60,60,expgamma20d_9,[ 877. 1057.  766.  724.],-4.035736083984375,0
61,61,expgamma20d_9,[1123. 1186.  615.  347.  218.  151.  103.],-3.9717650413513184,0
62,62,expgamma20d_9,[340. 384.],-4.030446529388429,0
63,63,expgamma20d_9,[672. 972. 631.],-4.058029174804688,0
64,64,expgamma20d_9,[272.],-3.7523283958435063,0
65,65,expgamma20d_9,[1530.],-3.9804975986480713,0
66,66,expgamma20d_9,[1662. 1675. 1242.],-4.045809745788573,0
67,67,expgamma20d_9,[ 742. 1049.  625.  326.  280.],-4.0200181007385245,0
68,68,expgamma20d_9,[516. 786. 656.],-4.043385028839111,0
69,69,expgamma20d_9,[ 76. 144. 197. 206. 284. 219. 173. 120. 108.],-3.996747493743897,0
70,70,expgamma20d_9,[1180.],-3.960081815719605,0
71,71,expgamma20d_9,[1088. 1188. 1293.  854.  729.  422.  272.  250.  215.  181.],-4.004261016845703,0
72,72,expgamma20d_9,[579. 945. 481. 391.],-4.057321548461913,0
73,73,expgamma20d_9,[109.  91.],-4.0568180084228525,0
74,74,expgamma20d_9,[132. 177. 215. 428. 702. 524. 283. 272. 226.],-3.921941995620728,0
75,75,expgamma20d_9,[337.],-3.8010096549987793,0
76,76,expgamma20d_9,[1308.],-3.969492673873901,0
77,77,expgamma20d_9,[290. 356. 526. 837. 428. 226. 147.  91.  81.],-3.942481994628906,0
78,78,expgamma20d_9,[ 637. 1005. 1331. 1541.  877.  534.  484.  445.  284.  159.],-3.915519237518311,0
79,79,expgamma20d_9,[438. 456. 603. 689. 378. 263. 145.  97.  59.  42.],-3.961994886398315,0
80,80,expgamma20d_9,[938. 717. 558.],-4.0670385360717765,0
81,81,expgamma20d_9,[618. 436. 371. 369. 333.],-4.0175533294677725,0
82,82,expgamma20d_9,[74.],-3.368929624557495,0
83,83,expgamma20d_9,[494. 538.],-4.031486034393311,0
84,84,expgamma20d_9,[ 177.  284.  447.  749.  893. 1289.  778.  599.  439.  283.],-3.939367055892944,0
85,85,expgamma20d_9,[324. 336. 376. 506. 381. 372.],-3.968756675720215,0
86,86,expgamma20d_9,[258. 351. 532. 543. 293. 161. 153. 127.  91.],-3.9858095645904537,0
87,87,expgamma20d_9,[ 661.  844. 1315. 1062.],-4.020657539367677,0
88,88,expgamma20d_9,[344. 474. 357.],-4.0649356842041025,0
89,89,expgamma20d_9,[1161. 1643.],-4.054121017456056,0
90,90,expgamma20d_9,[ 59.  69. 127. 217. 237. 230. 185. 150. 104.],-4.015907764434815,0
91,91,expgamma20d_9,[326. 352. 525. 719. 442. 372. 290. 283. 145.],-3.90977954864502,0
92,92,expgamma20d_9,[181. 187. 216. 197. 122.],-4.0517826080322275,0
93,93,expgamma20d_9,[521. 541. 530. 271. 169. 160.],-3.992966890335083,0
94,94,expgamma20d_9,[1792. 1277.  740.  614.  512.  376.  361.  342.  232.  223.],-4.034087181091309,0
95,95,expgamma20d_9,[ 800. 1013.],-4.028599739074707,0
96,96,expgamma20d_9,[ 30.  54.  81. 102. 188. 157.  92.  61.  57.],-4.027436256408691,0
97,97,expgamma20d_9,[131.  75.  41.  21.],-4.066725730895996,0
98,98,expgamma20d_9,[264. 376.],-4.059304714202882,0
99,99,expgamma20d_9,[349. 345. 307. 263. 153.],-4.04961633682251,0
100,100,expgamma20d_9,[1334. 1270.  738.],-4.0251431465148935,0
101,101,expgamma20d_9,[ 80.  97. 120. 183. 284. 205. 170.  91.],-4.0281291007995605,0
102,102,expgamma20d_9,[1123.],-3.9528229236602783,0
103,103,expgamma20d_9,[344. 414. 298. 260.],-4.049773216247559,0
104,104,expgamma20d_9,[443.],-3.830598115921021,0
105,105,expgamma20d_9,[417. 693. 441. 385. 276. 191.],-3.995832920074463,0
106,106,expgamma20d_9,[291. 468. 640. 673. 558. 428. 272. 147. 137.],-3.933405637741089,0
107,107,expgamma20d_9,[1407. 1272.],-4.028325080871582,0
108,108,expgamma20d_9,[ 450.  707.  782. 1072. 1123. 1057.  656.  397.  268.  190.],-3.915489912033081,0
109,109,expgamma20d_9,[197. 297. 594. 797. 784. 553. 323.],-3.9212584495544434,0
110,110,expgamma20d_9,[220. 145.  75.  67.  52.],-4.053764820098877,0
111,111,expgamma20d_9,[297.],-3.76034951210022,0
112,112,expgamma20d_9,[516. 370.],-4.026914119720459,0
113,113,expgamma20d_9,[577. 403. 324. 320. 290.],-4.0375890731811515,0
114,114,expgamma20d_9,[605. 657. 487. 459.],-4.054871082305908,0
115,115,expgamma20d_9,[220. 338. 539. 956. 665. 649. 451. 411.],-3.895373106002808,0
116,116,expgamma20d_9,[288. 329. 204.],-4.067028045654297,0
117,117,expgamma20d_9,[490. 498. 863. 541. 337. 177. 140. 121. 105.  79.],-3.9526114463806152,0
118,118,expgamma20d_9,[431. 264. 230. 224. 155.],-4.048860549926759,0
119,119,expgamma20d_9,[1331. 1724. 1332.  913.  509.  258.  193.],-3.9521408081054688,0
120,120,expgamma20d_9,[1745.],-3.98760986328125,0
121,121,expgamma20d_9,[1445.],-3.9761242866516113,0
122,122,expgamma20d_9,[1001. 1573. 1709. 1468. 1214.],-3.945292711257935,0
123,123,expgamma20d_9,[1169.  949.  904.],-4.061659336090088,0
124,124,expgamma20d_9,[1787. 1467.],-4.027752876281738,0
125,125,expgamma20d_9,[405. 700. 505.],-4.0566158294677725,0
126,126,expgamma20d_9,[ 549.  801. 1060. 1039.],-4.027438163757323,0
127,127,expgamma20d_9,[ 721. 1369. 1494. 1147. 1139. 1022.  773.],-3.905073881149292,0
128,128,expgamma20d_9,[ 648.  744.  798.  864. 1217.  946.  619.  351.  304.  293.],-3.8955042362213135,0
129,129,expgamma20d_9,[519. 658. 441. 425. 292. 269. 247.],-3.952223062515259,0
130,130,expgamma20d_9,[364. 626. 845. 778.],-4.039072513580321,0
131,131,expgamma20d_9,[464. 642. 780. 566.],-4.043745994567871,0
132,132,expgamma20d_9,[308. 241. 176. 148. 141.],-4.0565104484558105,0
133,133,expgamma20d_9,[156. 197. 170. 106.  70.  60.  59.],-4.044684886932373,0
134,134,expgamma20d_9,[481. 473. 433.],-4.069514274597168,0
135,135,expgamma20d_9,[348. 242. 214. 190.],-4.0635857582092285,0
136,136,expgamma20d_9,[130. 219. 349. 281. 259. 181. 169. 166. 109.],-3.976817607879639,0
137,137,expgamma20d_9,[982. 824. 599. 544. 509. 498. 293. 274.],-3.943971872329712,0
138,138,expgamma20d_9,[990. 939. 524. 322. 299. 177. 131. 103.  60.  54.],-3.9869112968444815,0
139,139,expgamma20d_9,[708.],-3.9074311256408687,0
140,140,expgamma20d_9,[448. 653. 981. 770. 751. 421. 271.],-3.9264075756073,0
141,141,expgamma20d_9,[143. 158.  82.  66.  41.  39.  23.  17.  12.],-4.048634052276611,0
142,142,expgamma20d_9,[1145. 1089.  609.  325.  164.],-4.0243587493896475,0
143,143,expgamma20d_9,[610. 828. 733. 426. 304. 189. 187.  93.],-3.9708950519561768,0
144,144,expgamma20d_9,[559. 504.],-4.0257954597473145,0
145,145,expgamma20d_9,[ 86. 112. 147. 149.  96.  55.  41.  20.],-4.03225040435791,0
146,146,expgamma20d_9,[859. 460. 355.],-4.072988986968993,1
147,147,expgamma20d_9,[120. 121.],-4.0573763847351065,0
148,148,expgamma20d_9,[960. 629.],-4.043258190155028,0
149,149,expgamma20d_9,[ 436.  551.  806. 1236.  641.  492.],-3.929150104522705,0
150,0,expgamma20d_10,[ 982. 1458.],-3.0597453117370605,0
151,1,expgamma20d_10,[ 889. 1596. 1412.  948.  501.],-3.040510416030884,0
152,2,expgamma20d_10,[254. 288. 349. 253. 206. 184.],-3.0726120471954346,0
153,3,expgamma20d_10,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],-3.0039772987365723,0
154,4,expgamma20d_10,[1096. 1147. 1745. 1333.  845.],-3.0204522609710693,0
155,5,expgamma20d_10,[1134. 1314. 1473.  967.  594.  573.],-3.0080993175506587,0
156,6,expgamma20d_10,[1319. 1684. 1576.],-3.0641655921936035,0
157,7,expgamma20d_10,[1679. 1555.],-3.0557820796966557,0
158,8,expgamma20d_10,[109. 182. 362. 202. 124. 117.],-3.076340913772583,0
159,9,expgamma20d_10,[1256.  910.],-3.059781312942505,0
160,10,expgamma20d_10,[ 629.  662.  934. 1052.  720.  560.],-3.00687313079834,0
161,11,expgamma20d_10,[ 947. 1487. 1024.],-3.07134747505188,0
162,12,expgamma20d_10,[102. 128.  96.  88.  66.  65.  50.  30.],-3.084391832351685,0
163,13,expgamma20d_10,[324. 341. 648. 353. 332. 249. 193. 131.],-3.0288240909576416,0
164,14,expgamma20d_10,[ 404.  530. 1013. 1696. 1250.  816.],-2.991416454315185,0
165,15,expgamma20d_10,[ 672.  794.  888. 1113.  651.  555.],-3.012316465377808,0
166,16,expgamma20d_10,[1391.],-3.061963558197021,0
167,17,expgamma20d_10,[ 24.  39.  78. 152. 157. 140.  97.  49.],-3.0893764495849614,0
168,18,expgamma20d_10,[521. 880. 883. 461.],-3.0647006034851074,0
169,19,expgamma20d_10,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],-2.9450573921203613,0
170,20,expgamma20d_10,[307.],-3.048908233642578,0
171,21,expgamma20d_10,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],-3.091212511062622,0
172,22,expgamma20d_10,[394. 478. 516. 961. 582. 409. 337. 207. 175.],-2.980048656463623,0
173,23,expgamma20d_10,[1128. 1753.],-3.06752610206604,0
174,24,expgamma20d_10,[412. 458.],-3.0582423210144043,0
175,25,expgamma20d_10,[341. 428. 612. 884. 644. 565.],-3.0277416706085205,0
176,26,expgamma20d_10,[1329.],-3.0641989707946777,0
177,27,expgamma20d_10,[1414. 1589.  892.],-3.067417621612549,0
178,28,expgamma20d_10,[ 964. 1024. 1047.  987.  788.  502.],-3.0310606956481934,0
179,29,expgamma20d_10,[1047.  664.  422.  253.  148.  132.  106.   83.   46.   42.],-3.054417848587036,0
180,30,expgamma20d_10,[492. 710. 667. 338. 171.],-3.0782270431518555,0
181,31,expgamma20d_10,[684. 723. 796. 670. 635. 444.],-3.015302419662476,0
182,32,expgamma20d_10,[573. 908. 459.],-3.0521016120910645,0
183,33,expgamma20d_10,[184. 365. 284. 276. 182. 143.],-3.06484603881836,0
184,34,expgamma20d_10,[294. 335. 420. 794. 623. 466. 239. 141.],-3.0005619525909424,0
185,35,expgamma20d_10,[ 750. 1285.],-3.0598602294921875,0
186,36,expgamma20d_10,[210. 353. 365. 269. 195. 156.],-3.0554442405700684,0
187,37,expgamma20d_10,[1224. 1551. 1566. 1671. 1563. 1096.  718.  425.  228.  214.],-2.961978912353516,0
188,38,expgamma20d_10,[ 844. 1394. 1603. 1435. 1409.],-3.0091173648834233,0
189,39,expgamma20d_10,[984. 528. 428. 403.],-3.0722320079803467,0
190,40,expgamma20d_10,[473. 537.],-3.0735042095184326,0
191,41,expgamma20d_10,[276. 354. 376. 492. 740. 562. 316. 171.  97.],-3.0004565715789795,0
192,42,expgamma20d_10,[103. 159. 253. 339. 364. 301. 246. 137.],-3.0337867736816406,0
193,43,expgamma20d_10,[1196. 1429. 1209.  869.  858.  690.  578.],-3.0258057117462163,0
194,44,expgamma20d_10,[ 499.  587. 1171. 1617. 1058.  774.  518.  264.  143.],-2.9794282913208012,0
195,45,expgamma20d_10,[115. 113.  96.  71.  52.  46.  43.  29.  16.  13.],-3.0813956260681152,0
196,46,expgamma20d_10,[1331.  979.  866.  739.  491.  470.  367.],-3.030592918395996,0
197,47,expgamma20d_10,[ 943. 1215. 1468.  784.  638.  608.  513.  351.  268.  140.],-3.0184807777404785,0
198,48,expgamma20d_10,[1000. 1037. 1483. 1087.  794.],-3.0307650566101074,0
199,49,expgamma20d_10,[ 994. 1410. 1249.],-3.0592072010040283,0
200,50,expgamma20d_10,[685. 911. 853. 436. 336.],-3.063473463058472,0
201,51,expgamma20d_10,[666. 894. 919. 904. 887. 466.],-3.0097007751464844,0
202,52,expgamma20d_10,[93. 91. 65. 43. 22.],-3.0831606388092037,0
203,53,expgamma20d_10,[680. 467. 307. 264. 248. 246. 177.],-3.047177791595459,0
204,54,expgamma20d_10,[274. 468. 764. 472. 382. 376. 266.],-3.0082309246063232,0
205,55,expgamma20d_10,[ 68.  94. 161. 264. 229. 211.],-3.0665111541748047,0
206,56,expgamma20d_10,[1466. 1184. 1055.  553.  293.  281.],-3.0394957065582275,0
207,57,expgamma20d_10,[194. 248. 406. 298. 238.],-3.0700888633728027,0
208,58,expgamma20d_10,[1011. 1521. 1132.  605.  395.],-3.0485928058624268,0
209,59,expgamma20d_10,[501. 653.],-3.068760395050049,0
210,60,expgamma20d_10,[ 877. 1057.  766.  724.],-3.065366268157959,0
211,61,expgamma20d_10,[1123. 1186.  615.  347.  218.  151.  103.],-3.0546531677246094,0
212,62,expgamma20d_10,[340. 384.],-3.060166358947754,0
213,63,expgamma20d_10,[672. 972. 631.],-3.0705347061157227,0
214,64,expgamma20d_10,[272.],-3.0518476963043213,0
215,65,expgamma20d_10,[1530.],-3.064122200012207,0
216,66,expgamma20d_10,[1662. 1675. 1242.],-3.0611362457275386,0
217,67,expgamma20d_10,[ 742. 1049.  625.  326.  280.],-3.0697004795074463,0
218,68,expgamma20d_10,[516. 786. 656.],-3.068737506866455,0
219,69,expgamma20d_10,[ 76. 144. 197. 206. 284. 219. 173. 120. 108.],-3.0462653636932373,0
220,70,expgamma20d_10,[1180.],-3.059906005859375,0
221,71,expgamma20d_10,[1088. 1188. 1293.  854.  729.  422.  272.  250.  215.  181.],-2.9884319305419917,0
222,72,expgamma20d_10,[579. 945. 481. 391.],-3.072523832321167,0
223,73,expgamma20d_10,[109.  91.],-3.0825626850128174,0
224,74,expgamma20d_10,[132. 177. 215. 428. 702. 524. 283. 272. 226.],-3.0052297115325928,0
225,75,expgamma20d_10,[337.],-3.0550968647003174,0
226,76,expgamma20d_10,[1308.],-3.06579327583313,0
227,77,expgamma20d_10,[290. 356. 526. 837. 428. 226. 147.  91.  81.],-3.026087760925293,0
228,78,expgamma20d_10,[ 637. 1005. 1331. 1541.  877.  534.  484.  445.  284.  159.],-2.97545862197876,0
229,79,expgamma20d_10,[438. 456. 603. 689. 378. 263. 145.  97.  59.  42.],-3.006510734558105,0
230,80,expgamma20d_10,[938. 717. 558.],-3.0788974761962886,0
231,81,expgamma20d_10,[618. 436. 371. 369. 333.],-3.071985006332397,0
232,82,expgamma20d_10,[74.],-2.9009454250335693,0
233,83,expgamma20d_10,[494. 538.],-3.059868574142456,0
234,84,expgamma20d_10,[ 177.  284.  447.  749.  893. 1289.  778.  599.  439.  283.],-2.955423593521118,0
235,85,expgamma20d_10,[324. 336. 376. 506. 381. 372.],-3.03018569946289,0
236,86,expgamma20d_10,[258. 351. 532. 543. 293. 161. 153. 127.  91.],-3.0150661468505864,0
237,87,expgamma20d_10,[ 661.  844. 1315. 1062.],-3.052860736846924,0
238,88,expgamma20d_10,[344. 474. 357.],-3.0766279697418213,0
239,89,expgamma20d_10,[1161. 1643.],-3.064730167388916,0
240,90,expgamma20d_10,[ 59.  69. 127. 217. 237. 230. 185. 150. 104.],-3.0619149208068848,0
241,91,expgamma20d_10,[326. 352. 525. 719. 442. 372. 290. 283. 145.],-2.99865198135376,0
242,92,expgamma20d_10,[181. 187. 216. 197. 122.],-3.0737414360046387,0
243,93,expgamma20d_10,[521. 541. 530. 271. 169. 160.],-3.0736069679260254,0
244,94,expgamma20d_10,[1792. 1277.  740.  614.  512.  376.  361.  342.  232.  223.],-3.0389864444732666,0
245,95,expgamma20d_10,[ 800. 1013.],-3.0585601329803467,0
246,96,expgamma20d_10,[ 30.  54.  81. 102. 188. 157.  92.  61.  57.],-3.071448802947998,0
247,97,expgamma20d_10,[131.  75.  41.  21.],-3.0829896926879883,0
248,98,expgamma20d_10,[264. 376.],-3.0589418411254883,0
249,99,expgamma20d_10,[349. 345. 307. 263. 153.],-3.0741677284240723,0
250,100,expgamma20d_10,[1334. 1270.  738.],-3.0711300373077397,0
251,101,expgamma20d_10,[ 80.  97. 120. 183. 284. 205. 170.  91.],-3.053064107894897,0
252,102,expgamma20d_10,[1123.],-3.0629651546478267,0
253,103,expgamma20d_10,[344. 414. 298. 260.],-3.072932481765747,0
254,104,expgamma20d_10,[443.],-3.0606868267059326,0
255,105,expgamma20d_10,[417. 693. 441. 385. 276. 191.],-3.0480670928955083,0
256,106,expgamma20d_10,[291. 468. 640. 673. 558. 428. 272. 147. 137.],-2.9856793880462646,0
257,107,expgamma20d_10,[1407. 1272.],-3.0589582920074463,0
258,108,expgamma20d_10,[ 450.  707.  782. 1072. 1123. 1057.  656.  397.  268.  190.],-2.96915054321289,0
259,109,expgamma20d_10,[197. 297. 594. 797. 784. 553. 323.],-2.9863648414611816,0
260,110,expgamma20d_10,[220. 145.  75.  67.  52.],-3.090015649795532,0
261,111,expgamma20d_10,[297.],-3.05042576789856,0
262,112,expgamma20d_10,[516. 370.],-3.0577616691589355,0
263,113,expgamma20d_10,[577. 403. 324. 320. 290.],-3.075270652770996,0
264,114,expgamma20d_10,[605. 657. 487. 459.],-3.071329355239868,0
265,115,expgamma20d_10,[220. 338. 539. 956. 665. 649. 451. 411.],-2.966958284378052,0
266,116,expgamma20d_10,[288. 329. 204.],-3.0841972827911377,0
267,117,expgamma20d_10,[490. 498. 863. 541. 337. 177. 140. 121. 105.  79.],-3.017890453338623,0
268,118,expgamma20d_10,[431. 264. 230. 224. 155.],-3.0746235847473145,0
269,119,expgamma20d_10,[1331. 1724. 1332.  913.  509.  258.  193.],-3.0124006271362305,0
270,120,expgamma20d_10,[1745.],-3.0661008358001713,0
271,121,expgamma20d_10,[1445.],-3.0658934116363525,0
272,122,expgamma20d_10,[1001. 1573. 1709. 1468. 1214.],-3.024228572845459,0
273,123,expgamma20d_10,[1169.  949.  904.],-3.0734286308288574,0
274,124,expgamma20d_10,[1787. 1467.],-3.062615871429444,0
275,125,expgamma20d_10,[405. 700. 505.],-3.06259822845459,0
276,126,expgamma20d_10,[ 549.  801. 1060. 1039.],-3.058555126190185,0
277,127,expgamma20d_10,[ 721. 1369. 1494. 1147. 1139. 1022.  773.],-2.9729099273681636,0
278,128,expgamma20d_10,[ 648.  744.  798.  864. 1217.  946.  619.  351.  304.  293.],-3.008243560791016,0
279,129,expgamma20d_10,[519. 658. 441. 425. 292. 269. 247.],-3.045207500457764,0
280,130,expgamma20d_10,[364. 626. 845. 778.],-3.0648837089538574,0
281,131,expgamma20d_10,[464. 642. 780. 566.],-3.0675923824310303,0
282,132,expgamma20d_10,[308. 241. 176. 148. 141.],-3.0796418190002437,0
283,133,expgamma20d_10,[156. 197. 170. 106.  70.  60.  59.],-3.0892977714538574,0
284,134,expgamma20d_10,[481. 473. 433.],-3.074450254440308,0
285,135,expgamma20d_10,[348. 242. 214. 190.],-3.0856916904449463,0
286,136,expgamma20d_10,[130. 219. 349. 281. 259. 181. 169. 166. 109.],-3.014502048492432,0
287,137,expgamma20d_10,[982. 824. 599. 544. 509. 498. 293. 274.],-3.014928340911865,0
288,138,expgamma20d_10,[990. 939. 524. 322. 299. 177. 131. 103.  60.  54.],-3.044081687927246,0
289,139,expgamma20d_10,[708.],-3.0628876686096187,0
290,140,expgamma20d_10,[448. 653. 981. 770. 751. 421. 271.],-3.010529041290283,0
291,141,expgamma20d_10,[143. 158.  82.  66.  41.  39.  23.  17.  12.],-3.0695643424987797,0
292,142,expgamma20d_10,[1145. 1089.  609.  325.  164.],-3.065627336502075,0
293,143,expgamma20d_10,[610. 828. 733. 426. 304. 189. 187.  93.],-3.0227229595184326,0
294,144,expgamma20d_10,[559. 504.],-3.0637390613555913,0
295,145,expgamma20d_10,[ 86. 112. 147. 149.  96.  55.  41.  20.],-3.091849565505981,1
296,146,expgamma20d_10,[859. 460. 355.],-3.052793025970459,0
297,147,expgamma20d_10,[120. 121.],-3.0821552276611333,0
298,148,expgamma20d_10,[960. 629.],-3.0578410625457764,0
299,149,expgamma20d_10,[ 436.  551.  806. 1236.  641.  492.],-3.008907556533813,0
0,0,expgamma20d_1,[ 982. 1458.],-2.78366494178772,0
1,1,expgamma20d_1,[ 889. 1596. 1412.  948.  501.],-2.772007465362549,0
2,2,expgamma20d_1,[254. 288. 349. 253. 206. 184.],-2.8107731342315674,0
3,3,expgamma20d_1,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],-2.7561700344085693,0
4,4,expgamma20d_1,[1096. 1147. 1745. 1333.  845.],-2.777241945266724,0
5,5,expgamma20d_1,[1134. 1314. 1473.  967.  594.  573.],-2.753350019454956,0
6,6,expgamma20d_1,[1319. 1684. 1576.],-2.8028581142425537,0
7,7,expgamma20d_1,[1679. 1555.],-2.7819528579711914,0
8,8,expgamma20d_1,[109. 182. 362. 202. 124. 117.],-2.805061817169189,0
9,9,expgamma20d_1,[1256.  910.],-2.791450023651123,0
10,10,expgamma20d_1,[ 629.  662.  934. 1052.  720.  560.],-2.76842999458313,0
11,11,expgamma20d_1,[ 947. 1487. 1024.],-2.794654130935669,0
12,12,expgamma20d_1,[102. 128.  96.  88.  66.  65.  50.  30.],-2.817512989044189,0
13,13,expgamma20d_1,[324. 341. 648. 353. 332. 249. 193. 131.],-2.7719557285308842,0
14,14,expgamma20d_1,[ 404.  530. 1013. 1696. 1250.  816.],-2.758871793746948,0
15,15,expgamma20d_1,[ 672.  794.  888. 1113.  651.  555.],-2.7647202014923096,0
16,16,expgamma20d_1,[1391.],-2.796802520751953,0
17,17,expgamma20d_1,[ 24.  39.  78. 152. 157. 140.  97.  49.],-2.822035789489746,0
18,18,expgamma20d_1,[521. 880. 883. 461.],-2.802560806274414,0
19,19,expgamma20d_1,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],-2.6869940757751465,0
20,20,expgamma20d_1,[307.],-2.7987959384918213,0
21,21,expgamma20d_1,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],-2.836975574493408,1
22,22,expgamma20d_1,[394. 478. 516. 961. 582. 409. 337. 207. 175.],-2.7299163341522217,0
23,23,expgamma20d_1,[1128. 1753.],-2.7873451709747314,0
24,24,expgamma20d_1,[412. 458.],-2.7953248023986816,0
25,25,expgamma20d_1,[341. 428. 612. 884. 644. 565.],-2.766918182373047,0
26,26,expgamma20d_1,[1329.],-2.7977957725524902,0
27,27,expgamma20d_1,[1414. 1589.  892.],-2.7950115203857417,0
