,Unnamed: 0,filename,architecture,min_val_loss,is_min
74,74,expnormal20d_9,[132. 177. 215. 428. 702. 524. 283. 272. 226.],1.1785993576049805,0
75,75,expnormal20d_9,[337.],1.2344048023223877,0
76,76,expnormal20d_9,[1308.],1.2332881689071655,0
77,77,expnormal20d_9,[290. 356. 526. 837. 428. 226. 147.  91.  81.],1.19599187374115,0
78,78,expnormal20d_9,[ 637. 1005. 1331. 1541.  877.  534.  484.  445.  284.  159.],1.1910686492919922,0
79,79,expnormal20d_9,[438. 456. 603. 689. 378. 263. 145.  97.  59.  42.],1.2005549669265747,0
80,80,expnormal20d_9,[938. 717. 558.],1.1990816593170166,0
81,81,expnormal20d_9,[618. 436. 371. 369. 333.],1.1926285028457642,0
82,82,expnormal20d_9,[74.],1.2430943250656128,0
83,83,expnormal20d_9,[494. 538.],1.2179595232009888,0
84,84,expnormal20d_9,[ 177.  284.  447.  749.  893. 1289.  778.  599.  439.  283.],1.1962313652038574,0
85,85,expnormal20d_9,[324. 336. 376. 506. 381. 372.],1.198116898536682,0
86,86,expnormal20d_9,[258. 351. 532. 543. 293. 161. 153. 127.  91.],1.195813775062561,0
87,87,expnormal20d_9,[ 661.  844. 1315. 1062.],1.196416258811951,0
88,88,expnormal20d_9,[344. 474. 357.],1.2152099609375,0
89,89,expnormal20d_9,[1161. 1643.],1.2039536237716677,0
90,90,expnormal20d_9,[ 59.  69. 127. 217. 237. 230. 185. 150. 104.],1.1701849699020386,1
91,91,expnormal20d_9,[326. 352. 525. 719. 442. 372. 290. 283. 145.],1.1904422044754028,0
92,92,expnormal20d_9,[181. 187. 216. 197. 122.],1.2009336948394775,0
93,93,expnormal20d_9,[521. 541. 530. 271. 169. 160.],1.1957553625106812,0
94,94,expnormal20d_9,[1792. 1277.  740.  614.  512.  376.  361.  342.  232.  223.],1.176154851913452,0
95,95,expnormal20d_9,[ 800. 1013.],1.2145164012908936,0
96,96,expnormal20d_9,[ 30.  54.  81. 102. 188. 157.  92.  61.  57.],1.1777141094207764,0
97,97,expnormal20d_9,[131.  75.  41.  21.],1.208569049835205,0
98,98,expnormal20d_9,[264. 376.],1.217709183692932,0
99,99,expnormal20d_9,[349. 345. 307. 263. 153.],1.1968365907669067,0
100,100,expnormal20d_9,[1334. 1270.  738.],1.1927340030670166,0
101,101,expnormal20d_9,[ 80.  97. 120. 183. 284. 205. 170.  91.],1.1852201223373413,0
102,102,expnormal20d_9,[1123.],1.233972668647766,0
103,103,expnormal20d_9,[344. 414. 298. 260.],1.1968384981155396,0
104,104,expnormal20d_9,[443.],1.2363269329071045,0
105,105,expnormal20d_9,[417. 693. 441. 385. 276. 191.],1.1949641704559326,0
106,106,expnormal20d_9,[291. 468. 640. 673. 558. 428. 272. 147. 137.],1.1938350200653076,0
107,107,expnormal20d_9,[1407. 1272.],1.2058662176132202,0
108,108,expnormal20d_9,[ 450.  707.  782. 1072. 1123. 1057.  656.  397.  268.  190.],1.2022131681442259,0
109,109,expnormal20d_9,[197. 297. 594. 797. 784. 553. 323.],1.1990587711334229,0
110,110,expnormal20d_9,[220. 145.  75.  67.  52.],1.189787983894348,0
111,111,expnormal20d_9,[297.],1.2397966384887695,0
112,112,expnormal20d_9,[516. 370.],1.2155122756958008,0
113,113,expnormal20d_9,[577. 403. 324. 320. 290.],1.1932904720306396,0
114,114,expnormal20d_9,[605. 657. 487. 459.],1.202234387397766,0
115,115,expnormal20d_9,[220. 338. 539. 956. 665. 649. 451. 411.],1.2034170627593994,0
116,116,expnormal20d_9,[288. 329. 204.],1.2192416191101074,0
117,117,expnormal20d_9,[490. 498. 863. 541. 337. 177. 140. 121. 105.  79.],1.1798160076141355,0
118,118,expnormal20d_9,[431. 264. 230. 224. 155.],1.1919677257537842,0
119,119,expnormal20d_9,[1331. 1724. 1332.  913.  509.  258.  193.],1.1757596731185913,0
120,120,expnormal20d_9,[1745.],1.2279739379882812,0
121,121,expnormal20d_9,[1445.],1.23138427734375,0
122,122,expnormal20d_9,[1001. 1573. 1709. 1468. 1214.],1.1919366121292114,0
123,123,expnormal20d_9,[1169.  949.  904.],1.2029012441635132,0
124,124,expnormal20d_9,[1787. 1467.],1.1936945915222168,0
125,125,expnormal20d_9,[405. 700. 505.],1.2096672058105469,0
126,126,expnormal20d_9,[ 549.  801. 1060. 1039.],1.2022532224655151,0
127,127,expnormal20d_9,[ 721. 1369. 1494. 1147. 1139. 1022.  773.],1.189031720161438,0
128,128,expnormal20d_9,[ 648.  744.  798.  864. 1217.  946.  619.  351.  304.  293.],1.1949419975280762,0
129,129,expnormal20d_9,[519. 658. 441. 425. 292. 269. 247.],1.1917158365249634,0
130,130,expnormal20d_9,[364. 626. 845. 778.],1.2036542892456057,0
131,131,expnormal20d_9,[464. 642. 780. 566.],1.2031337022781372,0
132,132,expnormal20d_9,[308. 241. 176. 148. 141.],1.196272611618042,0
133,133,expnormal20d_9,[156. 197. 170. 106.  70.  60.  59.],1.209160566329956,0
134,134,expnormal20d_9,[481. 473. 433.],1.2065651416778564,0
135,135,expnormal20d_9,[348. 242. 214. 190.],1.209134221076965,0
136,136,expnormal20d_9,[130. 219. 349. 281. 259. 181. 169. 166. 109.],1.196117877960205,0
137,137,expnormal20d_9,[982. 824. 599. 544. 509. 498. 293. 274.],1.1859657764434814,0
138,138,expnormal20d_9,[990. 939. 524. 322. 299. 177. 131. 103.  60.  54.],1.1917829513549805,0
139,139,expnormal20d_9,[708.],1.23309063911438,0
140,140,expnormal20d_9,[448. 653. 981. 770. 751. 421. 271.],1.1912494897842407,0
141,141,expnormal20d_9,[143. 158.  82.  66.  41.  39.  23.  17.  12.],1.2057721614837646,0
142,142,expnormal20d_9,[1145. 1089.  609.  325.  164.],1.184613585472107,0
143,143,expnormal20d_9,[610. 828. 733. 426. 304. 189. 187.  93.],1.1879208087921145,0
144,144,expnormal20d_9,[559. 504.],1.2145490646362305,0
145,145,expnormal20d_9,[ 86. 112. 147. 149.  96.  55.  41.  20.],1.2023547887802124,0
146,146,expnormal20d_9,[859. 460. 355.],1.2009000778198242,0
147,147,expnormal20d_9,[120. 121.],1.2008918523788452,0
148,148,expnormal20d_9,[960. 629.],1.2070170640945437,0
149,149,expnormal20d_9,[ 436.  551.  806. 1236.  641.  492.],1.1976828575134275,0
150,0,expnormal20d_10,[ 982. 1458.],1.3351178169250488,0
151,1,expnormal20d_10,[ 889. 1596. 1412.  948.  501.],1.3178346157073977,0
152,2,expnormal20d_10,[254. 288. 349. 253. 206. 184.],1.318614482879639,0
153,3,expnormal20d_10,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],1.3191421031951904,0
154,4,expnormal20d_10,[1096. 1147. 1745. 1333.  845.],1.316243052482605,0
155,5,expnormal20d_10,[1134. 1314. 1473.  967.  594.  573.],1.319493532180786,0
156,6,expnormal20d_10,[1319. 1684. 1576.],1.3190369606018066,0
157,7,expnormal20d_10,[1679. 1555.],1.3281885385513306,0
158,8,expnormal20d_10,[109. 182. 362. 202. 124. 117.],1.3187963962554932,0
159,9,expnormal20d_10,[1256.  910.],1.335724115371704,0
160,10,expnormal20d_10,[ 629.  662.  934. 1052.  720.  560.],1.320117712020874,0
161,11,expnormal20d_10,[ 947. 1487. 1024.],1.3311327695846558,0
162,12,expnormal20d_10,[102. 128.  96.  88.  66.  65.  50.  30.],1.3268382549285889,0
163,13,expnormal20d_10,[324. 341. 648. 353. 332. 249. 193. 131.],1.3155574798583984,0
164,14,expnormal20d_10,[ 404.  530. 1013. 1696. 1250.  816.],1.325446605682373,0
165,15,expnormal20d_10,[ 672.  794.  888. 1113.  651.  555.],1.318359136581421,0
166,16,expnormal20d_10,[1391.],1.335543155670166,0
167,17,expnormal20d_10,[ 24.  39.  78. 152. 157. 140.  97.  49.],1.3218412399291992,0
168,18,expnormal20d_10,[521. 880. 883. 461.],1.3277965784072876,0
169,19,expnormal20d_10,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],1.3228703737258911,0
170,20,expnormal20d_10,[307.],1.3334941864013672,0
171,21,expnormal20d_10,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],1.4491589069366455,0
172,22,expnormal20d_10,[394. 478. 516. 961. 582. 409. 337. 207. 175.],1.313563346862793,0
173,23,expnormal20d_10,[1128. 1753.],1.3290736675262451,0
174,24,expnormal20d_10,[412. 458.],1.3375909328460691,0
175,25,expnormal20d_10,[341. 428. 612. 884. 644. 565.],1.320226550102234,0
176,26,expnormal20d_10,[1329.],1.3347848653793335,0
177,27,expnormal20d_10,[1414. 1589.  892.],1.31987464427948,0
178,28,expnormal20d_10,[ 964. 1024. 1047.  987.  788.  502.],1.3171992301940918,0
179,29,expnormal20d_10,[1047.  664.  422.  253.  148.  132.  106.   83.   46.   42.],1.3089300394058228,0
180,30,expnormal20d_10,[492. 710. 667. 338. 171.],1.325441837310791,0
181,31,expnormal20d_10,[684. 723. 796. 670. 635. 444.],1.31940495967865,0
182,32,expnormal20d_10,[573. 908. 459.],1.328000545501709,0
183,33,expnormal20d_10,[184. 365. 284. 276. 182. 143.],1.321218729019165,0
184,34,expnormal20d_10,[294. 335. 420. 794. 623. 466. 239. 141.],1.3188353776931765,0
185,35,expnormal20d_10,[ 750. 1285.],1.3384382724761963,0
186,36,expnormal20d_10,[210. 353. 365. 269. 195. 156.],1.325413465499878,0
187,37,expnormal20d_10,[1224. 1551. 1566. 1671. 1563. 1096.  718.  425.  228.  214.],1.3210405111312866,0
188,38,expnormal20d_10,[ 844. 1394. 1603. 1435. 1409.],1.3175941705703735,0
189,39,expnormal20d_10,[984. 528. 428. 403.],1.3236805200576782,0
190,40,expnormal20d_10,[473. 537.],1.3411506414413452,0
191,41,expnormal20d_10,[276. 354. 376. 492. 740. 562. 316. 171.  97.],1.3156803846359253,0
192,42,expnormal20d_10,[103. 159. 253. 339. 364. 301. 246. 137.],1.316387414932251,0
193,43,expnormal20d_10,[1196. 1429. 1209.  869.  858.  690.  578.],1.315876603126526,0
194,44,expnormal20d_10,[ 499.  587. 1171. 1617. 1058.  774.  518.  264.  143.],1.3209936618804932,0
195,45,expnormal20d_10,[115. 113.  96.  71.  52.  46.  43.  29.  16.  13.],1.3131399154663086,0
196,46,expnormal20d_10,[1331.  979.  866.  739.  491.  470.  367.],1.3144471645355225,0
197,47,expnormal20d_10,[ 943. 1215. 1468.  784.  638.  608.  513.  351.  268.  140.],1.3139331340789795,0
198,48,expnormal20d_10,[1000. 1037. 1483. 1087.  794.],1.3164976835250854,0
199,49,expnormal20d_10,[ 994. 1410. 1249.],1.3274420499801636,0
200,50,expnormal20d_10,[685. 911. 853. 436. 336.],1.3180381059646606,0
201,51,expnormal20d_10,[666. 894. 919. 904. 887. 466.],1.319703459739685,0
202,52,expnormal20d_10,[93. 91. 65. 43. 22.],1.3236637115478516,0
203,53,expnormal20d_10,[680. 467. 307. 264. 248. 246. 177.],1.3136926889419556,0
204,54,expnormal20d_10,[274. 468. 764. 472. 382. 376. 266.],1.315077543258667,0
205,55,expnormal20d_10,[ 68.  94. 161. 264. 229. 211.],1.3267617225646973,0
206,56,expnormal20d_10,[1466. 1184. 1055.  553.  293.  281.],1.315469741821289,0
207,57,expnormal20d_10,[194. 248. 406. 298. 238.],1.3317852020263672,0
208,58,expnormal20d_10,[1011. 1521. 1132.  605.  395.],1.3183369636535645,0
209,59,expnormal20d_10,[501. 653.],1.340293288230896,0
210,60,expnormal20d_10,[ 877. 1057.  766.  724.],1.3182755708694458,0
211,61,expnormal20d_10,[1123. 1186.  615.  347.  218.  151.  103.],1.3152071237564087,0
212,62,expnormal20d_10,[340. 384.],1.3444178104400637,0
213,63,expnormal20d_10,[672. 972. 631.],1.330202579498291,0
214,64,expnormal20d_10,[272.],1.3358148336410522,0
215,65,expnormal20d_10,[1530.],1.333997368812561,0
216,66,expnormal20d_10,[1662. 1675. 1242.],1.3193241357803345,0
217,67,expnormal20d_10,[ 742. 1049.  625.  326.  280.],1.3216335773468018,0
218,68,expnormal20d_10,[516. 786. 656.],1.33552086353302,0
219,69,expnormal20d_10,[ 76. 144. 197. 206. 284. 219. 173. 120. 108.],1.3169128894805908,0
220,70,expnormal20d_10,[1180.],1.3334097862243652,0
221,71,expnormal20d_10,[1088. 1188. 1293.  854.  729.  422.  272.  250.  215.  181.],1.3109344244003296,0
222,72,expnormal20d_10,[579. 945. 481. 391.],1.3239469528198242,0
223,73,expnormal20d_10,[109.  91.],1.3362574577331543,0
224,74,expnormal20d_10,[132. 177. 215. 428. 702. 524. 283. 272. 226.],1.3168749809265137,0
225,75,expnormal20d_10,[337.],1.337050199508667,0
226,76,expnormal20d_10,[1308.],1.3340988159179688,0
227,77,expnormal20d_10,[290. 356. 526. 837. 428. 226. 147.  91.  81.],1.3192195892333984,0
228,78,expnormal20d_10,[ 637. 1005. 1331. 1541.  877.  534.  484.  445.  284.  159.],1.3181473016738892,0
229,79,expnormal20d_10,[438. 456. 603. 689. 378. 263. 145.  97.  59.  42.],1.313443899154663,0
230,80,expnormal20d_10,[938. 717. 558.],1.3256770372390747,0
231,81,expnormal20d_10,[618. 436. 371. 369. 333.],1.3180608749389648,0
232,82,expnormal20d_10,[74.],1.331403374671936,0
233,83,expnormal20d_10,[494. 538.],1.3374402523040771,0
234,84,expnormal20d_10,[ 177.  284.  447.  749.  893. 1289.  778.  599.  439.  283.],1.319172978401184,0
235,85,expnormal20d_10,[324. 336. 376. 506. 381. 372.],1.3166602849960327,0
236,86,expnormal20d_10,[258. 351. 532. 543. 293. 161. 153. 127.  91.],1.3157943487167358,0
237,87,expnormal20d_10,[ 661.  844. 1315. 1062.],1.3296531438827517,0
238,88,expnormal20d_10,[344. 474. 357.],1.3339115381240845,0
239,89,expnormal20d_10,[1161. 1643.],1.332317590713501,0
240,90,expnormal20d_10,[ 59.  69. 127. 217. 237. 230. 185. 150. 104.],1.3161766529083252,0
241,91,expnormal20d_10,[326. 352. 525. 719. 442. 372. 290. 283. 145.],1.3139830827713013,0
242,92,expnormal20d_10,[181. 187. 216. 197. 122.],1.332033634185791,0
243,93,expnormal20d_10,[521. 541. 530. 271. 169. 160.],1.3179060220718384,0
244,94,expnormal20d_10,[1792. 1277.  740.  614.  512.  376.  361.  342.  232.  223.],1.3150714635849,0
245,95,expnormal20d_10,[ 800. 1013.],1.3361881971359253,0
246,96,expnormal20d_10,[ 30.  54.  81. 102. 188. 157.  92.  61.  57.],1.318732738494873,0
247,97,expnormal20d_10,[131.  75.  41.  21.],1.3472673892974854,0
248,98,expnormal20d_10,[264. 376.],1.3376331329345703,0
249,99,expnormal20d_10,[349. 345. 307. 263. 153.],1.3282933235168457,0
250,100,expnormal20d_10,[1334. 1270.  738.],1.3228520154953003,0
251,101,expnormal20d_10,[ 80.  97. 120. 183. 284. 205. 170.  91.],1.3169395923614502,0
252,102,expnormal20d_10,[1123.],1.332977056503296,0
253,103,expnormal20d_10,[344. 414. 298. 260.],1.3319026231765747,0
254,104,expnormal20d_10,[443.],1.3360989093780518,0
255,105,expnormal20d_10,[417. 693. 441. 385. 276. 191.],1.3194197416305542,0
256,106,expnormal20d_10,[291. 468. 640. 673. 558. 428. 272. 147. 137.],1.3146785497665403,0
257,107,expnormal20d_10,[1407. 1272.],1.3305541276931765,0
258,108,expnormal20d_10,[ 450.  707.  782. 1072. 1123. 1057.  656.  397.  268.  190.],1.3159091472625732,0
259,109,expnormal20d_10,[197. 297. 594. 797. 784. 553. 323.],1.3242369890213013,0
260,110,expnormal20d_10,[220. 145.  75.  67.  52.],1.3270269632339478,0
261,111,expnormal20d_10,[297.],1.333073973655701,0
262,112,expnormal20d_10,[516. 370.],1.3419830799102783,0
263,113,expnormal20d_10,[577. 403. 324. 320. 290.],1.3164327144622805,0
264,114,expnormal20d_10,[605. 657. 487. 459.],1.3227189779281616,0
265,115,expnormal20d_10,[220. 338. 539. 956. 665. 649. 451. 411.],1.317798376083374,0
266,116,expnormal20d_10,[288. 329. 204.],1.3438389301300049,0
267,117,expnormal20d_10,[490. 498. 863. 541. 337. 177. 140. 121. 105.  79.],1.3108572959899902,0
268,118,expnormal20d_10,[431. 264. 230. 224. 155.],1.3218468427658079,0
269,119,expnormal20d_10,[1331. 1724. 1332.  913.  509.  258.  193.],1.3162755966186523,0
270,120,expnormal20d_10,[1745.],1.3320493698120115,0
271,121,expnormal20d_10,[1445.],1.3328698873519895,0
272,122,expnormal20d_10,[1001. 1573. 1709. 1468. 1214.],1.3209238052368164,0
273,123,expnormal20d_10,[1169.  949.  904.],1.3288747072219849,0
274,124,expnormal20d_10,[1787. 1467.],1.3263427019119265,0
275,125,expnormal20d_10,[405. 700. 505.],1.3302432298660278,0
276,126,expnormal20d_10,[ 549.  801. 1060. 1039.],1.321852445602417,0
277,127,expnormal20d_10,[ 721. 1369. 1494. 1147. 1139. 1022.  773.],1.3188647031784058,0
278,128,expnormal20d_10,[ 648.  744.  798.  864. 1217.  946.  619.  351.  304.  293.],1.311118483543396,0
279,129,expnormal20d_10,[519. 658. 441. 425. 292. 269. 247.],1.3143681287765503,0
280,130,expnormal20d_10,[364. 626. 845. 778.],1.3297253847122192,0
281,131,expnormal20d_10,[464. 642. 780. 566.],1.3226439952850342,0
282,132,expnormal20d_10,[308. 241. 176. 148. 141.],1.328149437904358,0
283,133,expnormal20d_10,[156. 197. 170. 106.  70.  60.  59.],1.3196017742156982,0
284,134,expnormal20d_10,[481. 473. 433.],1.33171808719635,0
285,135,expnormal20d_10,[348. 242. 214. 190.],1.3290200233459473,0
286,136,expnormal20d_10,[130. 219. 349. 281. 259. 181. 169. 166. 109.],1.3182780742645264,0
287,137,expnormal20d_10,[982. 824. 599. 544. 509. 498. 293. 274.],1.3144431114196775,0
288,138,expnormal20d_10,[990. 939. 524. 322. 299. 177. 131. 103.  60.  54.],1.3069005012512207,1
289,139,expnormal20d_10,[708.],1.333686113357544,0
290,140,expnormal20d_10,[448. 653. 981. 770. 751. 421. 271.],1.3125815391540527,0
291,141,expnormal20d_10,[143. 158.  82.  66.  41.  39.  23.  17.  12.],1.3414396047592163,0
292,142,expnormal20d_10,[1145. 1089.  609.  325.  164.],1.314100980758667,0
293,143,expnormal20d_10,[610. 828. 733. 426. 304. 189. 187.  93.],1.3116697072982788,0
294,144,expnormal20d_10,[559. 504.],1.3385488986968994,0
295,145,expnormal20d_10,[ 86. 112. 147. 149.  96.  55.  41.  20.],1.3233731985092163,0
296,146,expnormal20d_10,[859. 460. 355.],1.3276509046554563,0
297,147,expnormal20d_10,[120. 121.],1.342253804206848,0
298,148,expnormal20d_10,[960. 629.],1.33709454536438,0
299,149,expnormal20d_10,[ 436.  551.  806. 1236.  641.  492.],1.3216153383255005,0
0,0,expnormal20d_1,[ 982. 1458.],1.2011574506759644,0
1,1,expnormal20d_1,[ 889. 1596. 1412.  948.  501.],1.175306797027588,0
2,2,expnormal20d_1,[254. 288. 349. 253. 206. 184.],1.1767377853393557,0
3,3,expnormal20d_1,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],1.1796084642410278,0
4,4,expnormal20d_1,[1096. 1147. 1745. 1333.  845.],1.1751415729522705,0
5,5,expnormal20d_1,[1134. 1314. 1473.  967.  594.  573.],1.1743271350860596,0
6,6,expnormal20d_1,[1319. 1684. 1576.],1.1767390966415403,0
7,7,expnormal20d_1,[1679. 1555.],1.1811237335205078,0
8,8,expnormal20d_1,[109. 182. 362. 202. 124. 117.],1.1799908876419067,0
9,9,expnormal20d_1,[1256.  910.],1.191367506980896,0
10,10,expnormal20d_1,[ 629.  662.  934. 1052.  720.  560.],1.1840054988861084,0
11,11,expnormal20d_1,[ 947. 1487. 1024.],1.18253755569458,0
12,12,expnormal20d_1,[102. 128.  96.  88.  66.  65.  50.  30.],1.176384449005127,0
13,13,expnormal20d_1,[324. 341. 648. 353. 332. 249. 193. 131.],1.180992841720581,0
14,14,expnormal20d_1,[ 404.  530. 1013. 1696. 1250.  816.],1.1885429620742798,0
15,15,expnormal20d_1,[ 672.  794.  888. 1113.  651.  555.],1.1768133640289309,0
16,16,expnormal20d_1,[1391.],1.2208209037780762,0
17,17,expnormal20d_1,[ 24.  39.  78. 152. 157. 140.  97.  49.],1.159850835800171,0
18,18,expnormal20d_1,[521. 880. 883. 461.],1.182221293449402,0
19,19,expnormal20d_1,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],1.183977484703064,0
20,20,expnormal20d_1,[307.],1.2313438653945925,0
21,21,expnormal20d_1,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],1.1775285005569458,0
22,22,expnormal20d_1,[394. 478. 516. 961. 582. 409. 337. 207. 175.],1.1951904296875,0
23,23,expnormal20d_1,[1128. 1753.],1.1834359169006348,0
24,24,expnormal20d_1,[412. 458.],1.214643955230713,0
25,25,expnormal20d_1,[341. 428. 612. 884. 644. 565.],1.1861803531646729,0
26,26,expnormal20d_1,[1329.],1.2229692935943604,0
27,27,expnormal20d_1,[1414. 1589.  892.],1.1804146766662598,0
28,28,expnormal20d_1,[ 964. 1024. 1047.  987.  788.  502.],1.1711081266403198,0
29,29,expnormal20d_1,[1047.  664.  422.  253.  148.  132.  106.   83.   46.   42.],1.1595971584320068,1
30,30,expnormal20d_1,[492. 710. 667. 338. 171.],1.1805485486984253,0
31,31,expnormal20d_1,[684. 723. 796. 670. 635. 444.],1.1820677518844604,0
32,32,expnormal20d_1,[573. 908. 459.],1.1830682754516602,0
33,33,expnormal20d_1,[184. 365. 284. 276. 182. 143.],1.182897448539734,0
